uid,gender,dob,user_age,survey_completed_at,YxZ6vHaWrjiZeuWh7u6f,4VkmpYHERksTAILQTTJK,bdBAzKDJf4fRFayyKVUv,9ZR7eWvLbWr74kHO72U8,Qdgvx8TLWNazLO6ZGuoP,HIEOGzWayi3OTZVed5S1,lJvzoqdgZxXyxOKQnlo6,DgFsclpb4ikv44YWa11a,KvIEjTzERWFzurF0UKXp,v7CDeDZbxdwxYSAR0d9X,lx7K6NXFzkjKwPPyhYJB,L0Vkyg6X7xTiRzkwlUwz 
9b6c3064-2ab9-4207-b45b-771113f763b2,F,1981-08-26 22:00:00 UTC,45,2026-07-23 12:28:37 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es ligeramente mejor,Helado,,5,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
01D178FA-0881-4FEE-A8DE-7B5D17EA8C9B,M,1963-03-02 23:00:00 UTC,63,2026-07-20 19:13:31 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
e93f5f16-8c3e-44b8-a9b3-75e0e6250f1b,NA,2006-05-14 22:00:00 UTC,20,2026-07-23 11:35:00 UTC,Tienda de conveniencia,"3,00 € o más",7,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,Samplia,6,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
3E9009A3-E7D1-46B3-8B91-F3FFF09C8C31,F,1975-05-30 00:00:00 UTC,51,,Super/hipermercado,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
b5bd6a98-2361-420d-a9b1-94c56a3a472a,NA,1984-11-23 23:00:00 UTC,42,2026-07-25 16:03:49 UTC,Tienda de conveniencia,"Menos de 1,50 €",1,Es de menor calidad,Chocolate,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
35977b86-8528-400f-86bd-d4786edb133f,F,1967-04-25 00:00:00 UTC,59,2026-07-19 08:44:40 UTC,Tiendas gourmet,"1,50–1,99 €",4,Es de menor calidad,Crema para untar,,5,No me ha convencido especialmente,,Soy compradora/o habitual,Prefiero otras opciones de chocolates con pistacho,Indecisos
281a3fd4-3161-46c7-b7ea-ec291194ab2f,NA,1981-03-01 23:00:00 UTC,45,,Tienda de conveniencia,"3,00 € o más",10,No he probado otros chocolates con pistacho anteriormente,Chocolate,,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
BD1D8267-440B-4EB6-BA45-2439A1E110AB,F,1988-02-16 00:00:00 UTC,38,,Super/hipermercado,"Menos de 1,50 €",5,No he probado otros chocolates con pistacho anteriormente,Helado,,3,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
99e5a077-f3d2-4987-bf45-139fdc463884,M,1978-08-03 22:00:00 UTC,48,2026-07-21 09:29:16 UTC,Super/hipermercado,"Menos de 1,50 €",7,No he probado otros chocolates con pistacho anteriormente,Confitería / dulces / bollería,,6,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
bb1272e3-0db0-4657-a407-dacb3a68e61b,M,1965-03-21 00:00:00 UTC,61,,Super/hipermercado,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
E5E3E17B-331E-484A-9F8A-747648C9005F,F,1984-09-09 22:00:00 UTC,42,2026-07-28 14:51:16 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
2a0cab82-9c21-4d96-b08b-c865cca954d5,M,1989-02-16 23:00:00 UTC,37,2026-07-24 15:45:32 UTC,Super/hipermercado,"Menos de 1,50 €",3,Es de mucho menor calidad,Helado,,2,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
C986ED96-6B23-455E-8C5E-E4FA376B21ED,NA,1992-12-07 23:00:00 UTC,34,2026-07-19 12:14:58 UTC,Tienda de conveniencia,"1,50–1,99 €",6,Es igual que otros chocolates con pistacho que he probado,Confitería / dulces / bollería,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
1EB24135-2CBA-4B15-8D10-C3A62DF2B3E9,M,1967-03-20 00:00:00 UTC,59,2026-07-17 15:51:11 UTC,Super/hipermercado,"Menos de 1,50 €",8,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,8,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
06996b4c-f290-4a36-8257-ed22962fbd12,F,2002-10-16 00:00:00 UTC,24,2026-07-19 07:57:54 UTC,Tienda de conveniencia,"3,00 € o más",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,No hay comentarios,4,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
3df6d0ca-1b8a-43d4-8072-aa669537a53e,F,1976-07-26 00:00:00 UTC,50,2026-07-21 14:08:36 UTC,Super/hipermercado,"Menos de 1,50 €",5,No he probado otros chocolates con pistacho anteriormente,Confitería / dulces / bollería,,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
980C24D1-F069-42C4-A169-2A81AB925CDF,F,2000-09-29 22:00:00 UTC,26,2026-07-19 15:28:12 UTC,Tienda de conveniencia,"3,00 € o más",10,Es de mucho menor calidad,Crema para untar,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
bedf8f0d-8e31-4ab4-8cdd-72c050db9d22,M,2006-02-16 23:00:00 UTC,20,2026-07-17 15:37:43 UTC,Tienda de conveniencia,"Menos de 1,50 €",2,No he probado otros chocolates con pistacho anteriormente,Helado,,2,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
6e2b3853-201e-4dfe-8af3-72157413afa9,M,1987-10-23 00:00:00 UTC,39,2026-07-15 16:20:39 UTC,Tienda de conveniencia,"3,00 € o más",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
87E98FC5-794E-4016-A078-41A7818E6419,M,1990-04-29 00:00:00 UTC,36,2026-07-24 15:11:30 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es de menor calidad,Helado,,4,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
D1F26F4F-99B8-438C-89D9-2809B1896C1D,M,1984-02-25 00:00:00 UTC,42,2026-07-19 09:47:57 UTC,Super/hipermercado,"Menos de 1,50 €",1,Es de menor calidad,Chocolate,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
e17cdf52-8201-43a3-a906-b54a0d9f2bdd,F,1993-09-08 22:00:00 UTC,33,2026-07-15 14:06:09 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,6,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
E5E3E17B-331E-484A-9F8A-747648C9005F,F,1984-09-09 22:00:00 UTC,42,,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
5C2C827A-25E8-4C7C-80AE-0060C7A99F48,M,2000-08-21 00:00:00 UTC,26,2026-07-25 12:25:50 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es muy superior,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,,Los había comprado alguna vez,Prefiero otras opciones de chocolates con pistacho,Indecisos
7671CB03-CD8E-4503-A4F9-7A90AACC3165,M,1974-04-09 23:00:00 UTC,52,2026-07-21 08:38:31 UTC,Super/hipermercado,"Menos de 1,50 €",3,Es de menor calidad,Helado,,2,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
2fe6191b-c62c-4246-9631-974f419e340c,M,2002-01-22 00:00:00 UTC,24,2026-07-23 11:47:09 UTC,Tienda online,"2,50–2,99 €",10,Es igual que otros chocolates con pistacho que he probado,Crema para untar,,10,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,Indecisos
c16912b9-1559-49b4-9b40-dd99ace76bfa,M,1962-11-10 00:00:00 UTC,64,2026-07-26 08:59:08 UTC,Tienda de conveniencia,"3,00 € o más",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,No lo se,4,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
D0B36BBE-0D58-43AF-9231-9096626CD127,M,1989-08-13 22:00:00 UTC,37,2026-07-25 18:38:33 UTC,Tienda online,"3,00 € o más",10,Es de menor calidad,Helado,,5,No me ha convencido especialmente,,Soy compradora/o habitual,Prefiero otras opciones de chocolates con pistacho,No compradores
17c00bc0-50b8-4a80-9841-460db9f6d526,M,1973-09-09 00:00:00 UTC,53,2026-07-19 16:49:18 UTC,Super/hipermercado,"1,50–1,99 €",,Es igual que otros chocolates con pistacho que he probado,Turrón,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
2EDFC223-4C0F-4BB7-89CA-599ED535730F,F,1968-07-25 00:00:00 UTC,58,2026-07-18 16:55:03 UTC,Tienda de conveniencia,"3,00 € o más",9,Es de menor calidad,Crema para untar,,9,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
3326abe4-1e0c-432f-a5c1-03f372aa5399,F,1986-09-20 00:00:00 UTC,40,2026-07-24 17:13:33 UTC,Tienda de conveniencia,"1,50–1,99 €",7,Es ligeramente mejor,Bebidas,,7,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
4008B96B-F501-4C84-9427-DFB7A530E9CB,F,1968-06-07 00:00:00 UTC,58,2026-07-24 14:23:38 UTC,Super/hipermercado,"Menos de 1,50 €",3,No he probado otros chocolates con pistacho anteriormente,Confitería / dulces / bollería,,3,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
BDE6C2DC-E7C2-4F7D-9349-C43AF34D4284,M,1993-08-16 22:00:00 UTC,33,,Super/hipermercado,"1,50–1,99 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
c75a8d5d-7326-40b2-a8dc-1d8c07099fb1,,,,2026-07-21 18:06:18 UTC,Super/hipermercado,"3,00 € o más",8,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,9,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
b6d3f87f-58a2-4c55-abb1-635262299abe,M,2005-10-02 22:00:00 UTC,21,2026-07-18 17:31:38 UTC,Tienda de conveniencia,"1,50–1,99 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,7,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
acea110c-7018-470a-85d5-790f89f984b0,F,1985-08-28 00:00:00 UTC,41,2026-07-25 15:15:33 UTC,Tienda online,"3,00 € o más",7,Es de mucho menor calidad,Bebidas,Rhjbjkkjkjhg,7,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
b4a31c66-10b9-428f-aea2-3fba371a18b0,M,2009-05-24 22:00:00 UTC,17,2026-07-23 20:19:15 UTC,Super/hipermercado,"1,50–1,99 €",1,No he probado otros chocolates con pistacho anteriormente,Helado,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
42a8f4e0-77fc-46df-a225-ef7bcf71249d,M,2004-05-12 00:00:00 UTC,22,2026-07-20 14:36:56 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es de menor calidad,Crema para untar,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
fd42232e-5de2-4bb0-a475-2f3dcc99c5b9,F,2004-08-30 00:00:00 UTC,22,2026-07-15 18:28:16 UTC,Tienda online,"1,50–1,99 €",3,Es de menor calidad,Turrón,,9,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,Indecisos
6eccf8b7-2639-4c1a-8b7a-55b0fb9fc1cc,F,1978-07-10 00:00:00 UTC,48,2026-07-21 17:57:31 UTC,Tienda de conveniencia,"Menos de 1,50 €",6,Es de mucho menor calidad,Helado,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
281a3fd4-3161-46c7-b7ea-ec291194ab2f,NA,1981-03-01 23:00:00 UTC,45,2026-07-29 15:03:08 UTC,Tienda de conveniencia,"3,00 € o más",10,No he probado otros chocolates con pistacho anteriormente,Chocolate,,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
354c1769-28b7-48ff-905d-0bf58f6393be,M,1988-08-05 00:00:00 UTC,38,2026-07-26 07:46:16 UTC,Super/hipermercado,"Menos de 1,50 €",3,Es de menor calidad,Helado,,3,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,Indecisos
761B39AC-4596-4B9D-914A-98AD89809CD7,F,1978-09-20 00:00:00 UTC,48,,Super/hipermercado,"1,50–1,99 €",5,Es igual que otros chocolates con pistacho que he probado,Helado,,5,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
aa8bf462-c1a7-4b93-a52d-311822f07167,F,1987-06-19 00:00:00 UTC,39,,Super/hipermercado,"1,50–1,99 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,9,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
e62a1e6f-e880-4b14-8f28-086921d21886,F,1973-10-11 23:00:00 UTC,53,2026-07-18 19:19:55 UTC,Tienda online,"2,50–2,99 €",9,Es muy superior,Turrón,,4,La cremosidad y sedosidad de la crema de pistacho,,Soy compradora/o habitual,Prefiero otras opciones de chocolates con pistacho,No compradores
b6b5ff88-8d5a-41f9-9eb1-f2abcc9f0167,NA,2000-11-06 23:00:00 UTC,26,,Super/hipermercado,"Menos de 1,50 €",1,Es de mucho menor calidad,Turrón,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
351a6957-bc51-4f1c-a695-cbbebe1ae8cf,F,1977-01-23 23:00:00 UTC,49,2026-07-29 18:46:04 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es igual que otros chocolates con pistacho que he probado,Chocolate,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
97084c53-3299-4366-bfee-baccb6e9def2,F,1949-11-11 00:00:00 UTC,77,2026-07-25 15:21:05 UTC,Super/hipermercado,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,Chocolate,,4,No me ha convencido especialmente,,Los había comprado alguna vez,Prefiero otras opciones de chocolates con pistacho,No compradores
29C19E55-9C1F-4A4D-978A-B02F0DEFA07E,F,1991-10-12 23:00:00 UTC,35,2026-07-15 18:07:51 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es de menor calidad,Helado,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
22b933ed-9373-457a-ac29-185da44b1027,F,2006-03-13 23:00:00 UTC,20,2026-07-22 03:34:42 UTC,Super/hipermercado,"Menos de 1,50 €",5,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,Nada,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
cc1d1ec0-f05b-4e83-b99b-c6b8915be571,M,1955-05-30 00:00:00 UTC,71,2026-07-28 17:16:11 UTC,Super/hipermercado,"Menos de 1,50 €",9,Es igual que otros chocolates con pistacho que he probado,Helado,,8,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
76d8562a-53ef-4ebf-b07b-534844ec5156,NA,1985-05-14 22:00:00 UTC,41,,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
7e65b2b8-0fac-4b31-9880-525bb5925fe4,F,1977-06-03 22:00:00 UTC,49,2026-07-22 16:40:59 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
b685a606-f541-4ce3-b0a1-94006d65e097,F,1992-03-25 23:00:00 UTC,34,2026-07-23 17:50:08 UTC,Tienda online,"Menos de 1,50 €",9,Es ligeramente mejor,Chocolate,,9,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
a9f2fea4-a5a3-4844-bf3d-b4f58eb64a90,M,1990-05-10 00:00:00 UTC,36,2026-07-15 16:34:10 UTC,Super/hipermercado,"Menos de 1,50 €",1,Es de mucho menor calidad,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
822de7f9-4be6-4687-93e1-afcae11f878d,F,1983-01-13 23:00:00 UTC,43,2026-07-21 08:54:58 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de mucho menor calidad,Helado,,4,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
7a9081a5-775e-4918-9654-6b71918756b8,M,2002-04-23 22:00:00 UTC,24,2026-07-28 09:09:43 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de menor calidad,Helado,,4,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
C5429826-BC58-4284-AC3B-7E17E3342692,M,1973-05-08 00:00:00 UTC,53,2026-07-24 17:31:20 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es igual que otros chocolates con pistacho que he probado,Helado,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
987febcf-ee91-4061-8101-5bd11b19f9b3,F,1977-10-05 00:00:00 UTC,49,2026-07-19 17:12:08 UTC,Super/hipermercado,"1,50–1,99 €",6,Es ligeramente mejor,Crema para untar,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
9b774bc9-afb1-4f3f-9699-b163cd7a805f,F,1970-03-03 00:00:00 UTC,56,2026-07-29 09:15:45 UTC,Super/hipermercado,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,Nada en especial,3,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
26290a6b-2e6c-4aed-a165-0cd9757940f7,NA,1994-04-23 22:00:00 UTC,32,,Tienda de conveniencia,"Menos de 1,50 €",10,Es muy superior,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
312ABEDA-54BF-4E28-AB09-6DE86A0333FF,M,1989-09-17 00:00:00 UTC,37,2026-07-19 20:41:53 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
3d9f60fc-f4d7-4706-98d5-22d4daef47db,F,2008-06-06 22:00:00 UTC,18,,Super/hipermercado,"Menos de 1,50 €",4,Es de mucho menor calidad,Chocolate,,5,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
60a99b8b-4075-409f-a3bf-1834fa188f66,F,1990-12-31 23:00:00 UTC,36,2026-07-15 20:01:37 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es de menor calidad,Crema para untar,,5,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,Indecisos
6a9193a9-75d6-4324-8c3b-721e8e5e9773,M,1955-05-28 22:00:00 UTC,71,2026-07-15 19:00:46 UTC,Tienda de conveniencia,"3,00 € o más",1,No he probado otros chocolates con pistacho anteriormente,Chocolate,,1,No me ha convencido especialmente,,Los había comprado alguna vez,Prefiero otras opciones de chocolates con pistacho,No compradores
bb1272e3-0db0-4657-a407-dacb3a68e61b,M,1965-03-21 00:00:00 UTC,61,2026-07-20 21:37:46 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
44232666-DE17-4BDF-9CE5-A4DEF8EE129A,F,1983-07-10 22:00:00 UTC,43,2026-07-18 17:43:57 UTC,Super/hipermercado,"1,50–1,99 €",10,Es igual que otros chocolates con pistacho que he probado,Crema para untar,,10,La cremosidad y sedosidad de la crema de pistacho,,Los había comprado alguna vez,Prefiero otras opciones de chocolates con pistacho,Indecisos
3531bae7-90b4-4fed-a576-0cbcbb948d72,,,,2026-07-18 13:56:03 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es ligeramente mejor,Chocolate,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
04987f6c-5764-4fa3-89e1-4ece2b6b7dbb,F,1959-09-13 22:00:00 UTC,67,2026-07-25 06:10:35 UTC,Super/hipermercado,"Menos de 1,50 €",2,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,2,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
1f0dac5a-6ae0-46cc-8d39-dcf35a69cb28,M,2001-12-20 00:00:00 UTC,25,2026-07-24 17:22:09 UTC,Super/hipermercado,"Menos de 1,50 €",7,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,10,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
208decc2-307e-463c-9b6f-e93b74a968c9,M,1978-06-15 00:00:00 UTC,48,2026-07-25 15:44:24 UTC,Super/hipermercado,"1,50–1,99 €",5,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,4,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
042217C8-5359-4ADE-8A02-AC4FB97DC1B1,NA,1977-04-12 22:00:00 UTC,49,2026-07-20 15:09:29 UTC,Tienda de conveniencia,"3,00 € o más",10,No he probado otros chocolates con pistacho anteriormente,Helado,,10,Otro,,Los había comprado alguna vez,Prefiero otras opciones de chocolates con pistacho,No compradores
980C24D1-F069-42C4-A169-2A81AB925CDF,F,2000-09-29 22:00:00 UTC,26,,Tienda de conveniencia,"3,00 € o más",10,Es de mucho menor calidad,Crema para untar,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
9d0c4353-ad97-4aab-9d8c-04c99eb6e1a0,F,1995-08-19 00:00:00 UTC,31,2026-07-15 18:10:42 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es muy superior,Barras energéticas,"Si, ok",10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
15EA60DB-BED7-4ED5-8CF7-8E4693BF923E,F,1988-08-30 00:00:00 UTC,38,2026-07-25 14:02:06 UTC,Super/hipermercado,"1,50–1,99 €",8,Es ligeramente mejor,No he consumido ninguno de los anteriores,,8,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
5b809634-5d6c-4729-98d8-7532ccd6d701,F,1999-01-04 00:00:00 UTC,27,2026-07-25 12:40:22 UTC,Super/hipermercado,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,3,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
b060c38d-ef0f-4c73-a5e6-5df202cb44c0,F,1970-07-05 00:00:00 UTC,56,2026-07-25 10:44:08 UTC,Super/hipermercado,"1,50–1,99 €",8,No he probado otros chocolates con pistacho anteriormente,Turrón,,8,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
3c402b43-2cc2-42db-9c0d-905542bf58dc,NA,1997-05-03 22:00:00 UTC,29,2026-07-29 09:36:54 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,8,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
084f744e-0814-45f8-bca2-5426067ace32,NA,1980-11-11 23:00:00 UTC,46,2026-07-18 20:35:07 UTC,Super/hipermercado,"Menos de 1,50 €",1,Es de mucho menor calidad,Chocolate,,1,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
22c6c5b8-24d4-47bb-949d-f7e9498f4b15,F,1992-10-27 00:00:00 UTC,34,2026-07-25 07:14:23 UTC,Super/hipermercado,"Menos de 1,50 €",3,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,3,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
97F14095-CE74-4E05-83B6-11E1C339FA1E,M,1999-02-08 06:00:00 UTC,27,2026-07-17 13:32:54 UTC,Tienda de conveniencia,"Menos de 1,50 €",1,Es de menor calidad,Chocolate,,1,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
ad34d8f0-7bdd-4081-8964-3bab2c572f9c,F,1997-02-20 00:00:00 UTC,29,2026-07-23 13:59:40 UTC,Super/hipermercado,"1,50–1,99 €",4,No he probado otros chocolates con pistacho anteriormente,Chocolate,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
3ac1f5dc-2aef-42fa-9c77-0a53d43075a1,M,1976-11-13 00:00:00 UTC,50,2026-07-24 14:42:07 UTC,Tienda de conveniencia,"2,50–2,99 €",10,Es de menor calidad,Chocolate,,10,La calidad y el sabor del chocolate con leche exterior,,Soy compradora/o habitual,Prefiero otras opciones de chocolates con pistacho,Indecisos
8defdb3c-2eb8-4314-b583-425f4a51c081,M,1990-02-25 23:00:00 UTC,36,2026-07-28 14:14:23 UTC,Tienda online,"Menos de 1,50 €",1,Es de menor calidad,Chocolate,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
